geo_point_2d;geo_shape;objectid_1;codeunique;nom_long;nom_so_gar;nom_su_gar;id_ref_zdc;nom_zdc;id_ref_zda;nom_zda;idrefliga;idrefligc;res_com;mode;train;rer;metro;tramway;val;tertrain;terrer;termetro;tertram;terval;exploitant;idf;principal;x;y
48.545296265858845, 3.2866795280983006;"{""coordinates"": [3.286679528098301, 48.545296265858845], ""type"": ""Point""}";1000;438;Champbenoist-Poigny;;;62064;Champbenoist Poigny;47174;Champbenoist Poigny;A01844;C01730;TRAIN P;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;721160.3605;6827267.9526
49.12620996065864, 2.507013841603866;"{""coordinates"": [2.507013841603866, 49.12620996065864], ""type"": ""Point""}";1001;455;La Borne Blanche;;;411419;La Borne Blanche;411418;La Borne Blanche;A01842;C01728;RER D;RER;0;1;0;0;0;0;0;0;0;0;SNCF;0;0;664015.1873;6891935.6596
49.01848665038226, 1.1497406055270256;"{""coordinates"": [1.149740605527026, 49.01848665038226], ""type"": ""Point""}";1004;472;Évreux;;;411366;Évreux Normandie;411365;Évreux Normandie;A02174;C01748;TER;TRAIN;1;0;0;0;0;1;0;0;0;0;SNCF;0;0;564673.761;6881428.1783
48.85622809125615, 2.3946756547920462;"{""coordinates"": [2.394675654792046, 48.85622809125615], ""type"": ""Point""}";1010;102037;Alexandre Dumas;;;71728;Alexandre Dumas;45196;Alexandre Dumas;A01535;C01372;METRO 2;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;655585.2053;6861969.1765
48.87262083992817, 2.356153947450339;"{""coordinates"": [2.356153947450339, 48.87262083992817], ""type"": ""Point""}";1017;104043;Château d'Eau;;;71333;Château d'Eau / Mairie du 10e;42579;Château d'Eau;A01537;C01374;METRO 4;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;652773.6544;6863814.2778
48.893149985759834, 2.412763044547627;"{""coordinates"": [2.412763044547627, 48.893149985759834], ""type"": ""Point""}";1018;105043;Église de Pantin;;;72024;Église de Pantin;42949;Église de Pantin;A01538;C01375;METRO 5;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;656942.8491;6866064.6389
48.87447567664767, 2.322001788877926;"{""coordinates"": [2.322001788877926, 48.87447567664767], ""type"": ""Point""}";1021;109055;Saint-Augustin;;;73690;Saint-Augustin;44857;Saint-Augustin;A01542;C01379;METRO 9;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;650270.4119;6864041.4896
48.86929400766137, 2.3542808790753766;"{""coordinates"": [2.354280879075377, 48.86929400766137], ""type"": ""Point""}";1022;109067;Strasbourg-Saint-Denis;;;73633;Strasbourg - Saint-Denis;44909;Strasbourg Saint-Denis;A01537 / A01541 / A01542;C01374 / C01378 / C01379;METRO 4 / METRO 8 / METRO 9;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;652633.2421;6863445.4801
48.87199369176021, 2.377029776704534;"{""coordinates"": [2.377029776704534, 48.87199369176021], ""type"": ""Point""}";1025;111045;Belleville;;;71853;Belleville;42311;Belleville;A01535 / A01544;C01372 / C01381;METRO 2 / METRO 11;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;654304.3217;6863732.2601
48.85806186227698, 2.347625155718968;"{""coordinates"": [2.347625155718968, 48.85806186227698], ""type"": ""Point""}";1026;111057;Châtelet;;;71264;Châtelet;42587;Châtelet;A01534 / A01537 / A01540 / A01544 / A01547;C01371 / C01374 / C01377 / C01381 / C01384;METRO 1 / METRO 4 / METRO 7 / METRO 11 / METRO 14;METRO;0;0;1;0;0;0;0;1;0;0;RATP;1;0;652134.7036;6862200.5693
48.890906449558166, 2.377090439088876;"{""coordinates"": [2.377090439088876, 48.890906449558166], ""type"": ""Point""}";1031;107035;Crimée;;;72013;Crimée;42780;Crimée;A01540;C01377;METRO 7;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;654325.3614;6865835.2112
48.86494345333216, 2.3979963883271713;"{""coordinates"": [2.397996388327171, 48.86494345333216], ""type"": ""Point""}";1039;103037;Gambetta;;;71808;Gambetta;43055;Gambetta;A01536 / A01549;C01373 / C01386;METRO 3 / METRO 3bis;METRO;0;0;1;0;0;0;0;1;0;0;RATP;1;0;655836.2429;6862936.3939
48.882442690881554, 2.337085136498658;"{""coordinates"": [2.337085136498658, 48.882442690881554], ""type"": ""Point""}";1043;112073;Pigalle;;;71409;Pigalle;44345;Pigalle;A01535 / A01545;C01372 / C01382;METRO 2 / METRO 12;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;651384.1514;6864917.9745
48.85489056687858, 2.3064034857365168;"{""coordinates"": [2.306403485736517, 48.85489056687858], ""type"": ""Point""}";1047;108031;École Militaire;;;71224;École Militaire;42885;École Militaire;A01541;C01378;METRO 8;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;649107.2127;6861873.7278
48.857103257226655, 2.368184109510194;"{""coordinates"": [2.368184109510194, 48.857103257226655], ""type"": ""Point""}";1049;108057;Chemin Vert;;;73622;Chemin Vert;45097;Chemin Vert;A01541;C01378;METRO 8;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;653642.2459;6862081.7145
48.83629530154249, 2.278330259866024;"{""coordinates"": [2.278330259866024, 48.83629530154249], ""type"": ""Point""}";1051;108019;Balard;;;71073;Balard;463354;Balard;A01541 / A01193;C01378 / C01391;METRO 8 / TRAM 3a;METRO / TRAM;0;0;1;1;0;0;0;1;0;0;RATP;1;0;647028.4931;6859824.5937
48.881094427166275, 2.3147210047461946;"{""coordinates"": [2.314721004746195, 48.881094427166275], ""type"": ""Point""}";1053;103067;Villiers;;;71403;Villiers;45056;Villiers;A01535 / A01536;C01372 / C01373;METRO 2 / METRO 3;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;649742.7839;6864782.058
48.872097029931695, 2.40862005517699;"{""coordinates"": [2.40862005517699, 48.872097029931695], ""type"": ""Point""}";1061;1601;Adrienne Bolland;;;73669;Adrienne Bolland;58502;Adrienne Bolland;A01757;C01679;TRAM 3b;TRAM;0;0;0;1;0;0;0;0;0;0;RATP;1;1;656621.5514;6863725.9328
48.89783032629845, 2.3382304271335834;"{""coordinates"": [2.338230427133583, 48.89783032629845], ""type"": ""Point""}";1065;1613;Angélique Compoint;Porte de Montmartre;;72081;Angélique Compoint - Porte de Montmartre;45531;Angélique Compoint - Porte de Montmartre;A01757;C01679;TRAM 3b;TRAM;0;0;0;1;0;0;0;0;0;0;RATP;1;0;651482.4811;6866628.2902
48.90808243782026, 2.377741481106109;"{""coordinates"": [2.377741481106109, 48.90808243782026], ""type"": ""Point""}";1078;117092;Aimé Césaire;;;72491;Aimé Césaire;483901;Aimé Césaire;A01545;C01382;METRO 12;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;1;654388.149;6867744.7341
48.81564572892323, 2.0788334686892225;"{""coordinates"": [2.078833468689222, 48.81564572892323], ""type"": ""Point""}";1081;117101;Allée Royale;Château de Versailles;;64049;Allée Royale;480935;Allée Royale;A02373;C02344;TRAM 13;TRAM;0;0;0;1;0;0;0;0;0;0;Transkeo;1;0;632358.9739;6857681.012
48.84130814686566, 2.061451984613521;"{""coordinates"": [2.061451984613521, 48.84130814686566], ""type"": ""Point""}";1083;117099;Noisy-le-Roi;;;64246;Noisy-le-Roi;480939;Noisy-le-Roi;A02373;C02344;TRAM 13;TRAM;0;0;0;1;0;0;0;0;0;0;Transkeo;1;0;631116.6309;6860549.3013
48.880991440750805, 2.0791773946942684;"{""coordinates"": [2.079177394694268, 48.880991440750805], ""type"": ""Point""}";1085;117097;Mareil-Marly;;;73602;Mareil-Marly;480943;Mareil-Marly;A02373;C02344;TRAM 13;TRAM;0;0;0;1;0;0;0;0;0;0;Transkeo;1;0;632468.9586;6864946.287
48.68571362596709, 2.317626404411973;"{""coordinates"": [2.317626404411973, 48.68571362596709], ""type"": ""Point""}";0;162;Gravigny-Balizy;;;62667;Gravigny-Balizy;486890;Gravigny-Balizy;A02708;C02529;TRAM 12;TRAM;0;0;0;1;0;0;0;0;0;0;SNCF;1;0;649768.125058;6843057.05565
48.652128692965135, 2.3834023771622075;"{""coordinates"": [2.383402377162207, 48.652128692965135], ""type"": ""Point""}";0;1832;Ferme Neuve;;;60776;Ferme Neuve;486971;Ferme Neuve;A02708;C02529;TRAM 12;TRAM;0;0;0;1;0;0;0;0;0;0;SNCF;1;0;654580.8612;6839283.476
48.63395897487315, 2.3953415083710685;"{""coordinates"": [2.395341508371069, 48.63395897487315], ""type"": ""Point""}";0;1838;Bois de Saint-Eutrope;;;486998;Bois de Saint-Eutrope;486968;Bois de Saint-Eutrope;A02708;C02529;TRAM 12;TRAM;0;0;0;1;0;0;0;0;0;0;SNCF;1;0;655444.8229;6837256.7262
48.625084210003685, 2.4075767680639473;"{""coordinates"": [2.407576768063947, 48.625084210003685], ""type"": ""Point""}";0;1839;Traité de Rome;;;486999;Traité de Rome;486966;Traité de Rome;A02708;C02529;TRAM 12;TRAM;0;0;0;1;0;0;0;0;0;0;SNCF;1;0;656338.9772;6836263.2841
48.734783583387724, 2.4647454755313447;"{""coordinates"": [2.464745475531345, 48.734783583387724], ""type"": ""Point""}";0;1848;Villa Nova;;;69591;Villa Nova;494014;Villa Nova;A02710;C02666;CABLE 1;CABLE;0;0;0;0;0;0;0;0;0;0;Transdev Côteaux de la M;1;0;609431.524137;114921.909272
48.75269337225823, 2.470676123329681;"{""coordinates"": [2.470676123329681, 48.75269337225823], ""type"": ""Point""}";0;1845;Limeil-Brévannes;;;74103;Limeil-Brévannes;494020;Limeil-Brévannes;A02710;C02666;CABLE 1;CABLE;0;0;0;0;0;0;0;0;0;0;Transdev Côteaux de la M;1;0;609864.223515;116914.253715
48.68969201387514, 2.3834027864558514;"{""coordinates"": [2.383402786455851, 48.68969201387514], ""type"": ""Point""}";1;151;Juvisy;;;478505;Juvisy;45739;Juvisy;A01840 / A01842;C01728 / C01727;RER C / RER D;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;1;654613.5017;6843459.5269
48.8752082654671, 2.6375907212580163;"{""coordinates"": [2.637590721258016, 48.8752082654671], ""type"": ""Point""}";4;2;Vaires-Torcy;;;68419;Vaires - Torcy;43211;Vaires - Torcy;A01844;C01730;TRAIN P;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;673418.2649;6863970.4528
48.959164063062396, 3.0261112956516625;"{""coordinates"": [3.026111295651662, 48.959164063062396], ""type"": ""Point""}";16;19;Changis-Saint-Jean;;;68980;Changis - Saint-Jean;47928;Changis - Saint-Jean;A01844;C01730;TRAIN P;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;701912.112;6873245.7503
48.88268104487271, 2.854315927832516;"{""coordinates"": [2.854315927832516, 48.88268104487271], ""type"": ""Point""}";19;23;Couilly - Saint-Germain - Quincy;;;68505;Couilly - Saint-Germain - Quincy;47327;Couilly - Saint-Germain - Quincy;A02945;C02732;TRAM 14;TRAM;0;0;0;1;0;0;0;0;0;0;STRETTO;1;0;689315.9711;6864750.2609
48.789496676874776, 2.907387271733688;"{""coordinates"": [2.907387271733688, 48.789496676874776], ""type"": ""Point""}";22;27;Mortcerf;;;67805;Mortcerf;47942;Mortcerf;A01844;C01730;TRAIN P;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;693195.9079;6854382.9476
48.81077532088153, 2.9537303844644427;"{""coordinates"": [2.953730384464443, 48.81077532088153], ""type"": ""Point""}";23;28;Guérard - La Celle-sur-Morin;;;67924;Guérard - La Celle-sur-Morin;47205;Guérard - La Celle-sur-Morin;A01844;C01730;TRAIN P;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;696602.0396;6856745.913
48.58600789078273, 2.241070078191465;"{""coordinates"": [2.241070078191465, 48.58600789078273], ""type"": ""Point""}";34;196;Arpajon;;;60072;Arpajon;43068;Arpajon;A01840;C01727;RER C;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;644026.1784;6832024.3368
48.5358065092437, 2.0693815248874716;"{""coordinates"": [2.069381524887472, 48.5358065092437], ""type"": ""Point""}";36;201;Sermaise;;;59842;Sermaise;47950;Sermaise;A01840;C01727;RER C;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;631298.2893;6826579.4598
48.59281219034078, 2.461550180897489;"{""coordinates"": [2.461550180897489, 48.59281219034078], ""type"": ""Point""}";40;207;Villabé;;;60124;Villabé;47904;Villabé;A01842;C01728;RER D;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;660292.2364;6832647.1609
48.56611782073621, 2.492713002881577;"{""coordinates"": [2.492713002881577, 48.56611782073621], ""type"": ""Point""}";43;210;Le Coudray-Montceaux;;;59953;Le Coudray-Montceaux;45824;Le Coudray-Montceaux;A01842;C01728;RER D;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;662571.2287;6829664.4286
48.70275104298726, 2.071242847663397;"{""coordinates"": [2.071242847663397, 48.70275104298726], ""type"": ""Point""}";52;103;Saint-Rémy-lès-Chevreuse;;;62978;Saint-Rémy-lès-Chevreuse;47889;Saint-Rémy-lès-Chevreuse;A01857;C01743;RER B;RER;0;1;0;0;0;0;1;0;0;0;RATP;1;1;631653.9859;6845136.1633
48.99739200181825, 1.6301676272747538;"{""coordinates"": [1.630167627274754, 48.99739200181825], ""type"": ""Point""}";56;111;Rosny-sur-Seine;;;66157;Rosny-sur-Seine;479059;Rosny-sur-Seine;A01852;C01739;TRAIN J;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;599766.9049;6878366.1045
48.98365450754101, 1.7152109864475455;"{""coordinates"": [1.715210986447546, 48.98365450754101], ""type"": ""Point""}";58;115;Mantes-Station;;;65770;Mantes Station;46965;Mantes Station;A01852;C01739;TRAIN J;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;605964.2565;6876733.9759
48.986638844720666, 2.059569496216215;"{""coordinates"": [2.059569496216215, 48.986638844720666], ""type"": ""Point""}";67;126;Maurecourt;;;65827;Maurecourt;43160;Maurecourt;A01852;C01739;TRAIN J;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;631170.9441;6876710.6959
48.963589684881285, 2.285930719574599;"{""coordinates"": [2.285930719574599, 48.963589684881285], ""type"": ""Point""}";70;224;Saint-Gratien;;;65305;Saint-Gratien;43201;Saint-Gratien;A01840;C01727;RER C;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;647714.3661;6873974.0035
48.99028999637594, 2.161906605592158;"{""coordinates"": [2.161906605592158, 48.99028999637594], ""type"": ""Point""}";71;227;Herblay;;;65897;Herblay;47603;Herblay;A01852;C01739;TRAIN J;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;638664.8937;6877032.3616
48.2295499401669, 2.703936051600071;"{""coordinates"": [2.703936051600071, 48.2295499401669], ""type"": ""Point""}";87;70;Bagneaux-sur-Loing;;;61145;Bagneaux-sur-Loing;47119;Bagneaux-sur-Loing;A01845;C01731;TRAIN R;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;678015.3718;6792174.9016
48.81532861959146, 1.877504204332997;"{""coordinates"": [1.877504204332997, 48.81532861959146], ""type"": ""Point""}";99;89;Villiers-Neauphle Pontchartrain;;;424296;Villiers - Neauphle - Pontchartrain;46847;Villiers - Neauphle - Pontchartrain;A01847;C01736;TRAIN N;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;617575.8221;6857837.0647
48.890086235544004, 2.1346008738650135;"{""coordinates"": [2.134600873865014, 48.890086235544004], ""type"": ""Point""}";106;97;Le Vésinet-Centre;;;64514;Le Vésinet Centre;53784;Le Vésinet Centre;A01856;C01742;RER A;RER;0;1;0;0;0;0;0;0;0;0;RATP;1;0;636544.5064;6865911.5752
48.62837555172384, 2.569583548236461;"{""coordinates"": [2.569583548236461, 48.62837555172384], ""type"": ""Point""}";112;44;Lieusaint-Moissy;;;62412;Lieusaint - Moissy;47669;Lieusaint - Moissy;A01842;C01728;RER D;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;668280.5752;6836551.8559
48.59556383978606, 2.5839477096908636;"{""coordinates"": [2.583947709690864, 48.59556383978606], ""type"": ""Point""}";116;50;Savigny-le-Temple-Nandy;;;62290;Savigny-le-Temple - Nandy;47665;Savigny-le-Temple - Nandy;A01842;C01728;RER D;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;669319.9085;6832898.503
48.378642119808816, 2.8963817811676997;"{""coordinates"": [2.8963817811677, 48.378642119808816], ""type"": ""Point""}";126;64;La Grande Paroisse;;;61412;La Grande-Paroisse;43144;La Grande-Paroisse;A01845;C01731;TRAIN R;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;692327.4185;6808709.5857
48.96334411275809, 1.8090945087737833;"{""coordinates"": [1.809094508773783, 48.96334411275809], ""type"": ""Point""}";130;130;Épône - Mézières;;;65326;Épône - Mézières;47882;Épône - Mézières;A01852 / A01847;C01739 / C01736;TRAIN J / TRAIN N;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;612801.1351;6874367.855
48.868064423247134, 2.076719102677291;"{""coordinates"": [2.076719102677291, 48.868064423247134], ""type"": ""Point""}";135;142;L'Étang-la-Ville;;;73603;L'Étang-la-Ville;47937;L'Étang-la-Ville;A02176;C01740;TRAIN L;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;632271.8741;6863511.0473
48.65897542293727, 2.415206842697843;"{""coordinates"": [2.415206842697843, 48.65897542293727], ""type"": ""Point""}";141;154;Ris-Orangis;;;60839;Ris-Orangis;47948;Ris-Orangis;A01842;C01728;RER D;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;656929.2002;6840026.8223
48.676446656997726, 2.3524814010489976;"{""coordinates"": [2.352481401048998, 48.676446656997726], ""type"": ""Point""}";143;157;Savigny-sur-Orge;;;60987;Savigny-sur-Orge;43192;Savigny-sur-Orge;A01840;C01727;RER C;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;652325.414;6842005.2007
48.635875865836745, 2.3068331639552584;"{""coordinates"": [2.306833163955258, 48.635875865836745], ""type"": ""Point""}";146;160;Saint-Michel-sur-Orge;;;60536;Saint-Michel-sur-Orge;43202;Saint-Michel-sur-Orge;A01840;C01727;RER C;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;648924.979;6837523.4224
48.708140586352194, 2.237314365958948;"{""coordinates"": [2.237314365958948, 48.708140586352194], ""type"": ""Point""}";152;173;Palaiseau-Villebon;;;63067;Palaiseau - Villebon;43175;Palaiseau - Villebon;A01857;C01743;RER B;RER;0;1;0;0;0;0;0;0;0;0;RATP;1;0;643880.3361;6845604.4539
48.7066109469076, 2.484245149301459;"{""coordinates"": [2.484245149301459, 48.7066109469076], ""type"": ""Point""}";156;178;Yerres;;;63044;Yerres;43226;Yerres;A01842;C01728;RER D;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;662048.4784;6845287.3038
48.49364457848752, 2.1945816991721157;"{""coordinates"": [2.194581699172116, 48.49364457848752], ""type"": ""Point""}";165;189;Étréchy;;;59678;Étréchy;43081;Étréchy;A01840;C01727;RER C;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;640492.8805;6821791.2596
48.80537766307837, 2.48634975285474;"{""coordinates"": [2.48634975285474, 48.80537766307837], ""type"": ""Point""}";170;346;Le Parc de Saint-Maur;;;70359;Le Parc de Saint-Maur;43234;Le Parc de Saint-Maur;A01856;C01742;RER A;RER;0;1;0;0;0;0;0;0;0;0;RATP;1;0;662274.7756;6856267.4524
48.824848569504454, 2.5118555548130597;"{""coordinates"": [2.51185555481306, 48.824848569504454], ""type"": ""Point""}";177;353;Les Boullereaux-Champigny;;;73098;Les Boullereaux Champigny;58267;Les Boullereaux Champigny;A01843;C01729;RER E;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;664161.4176;6858420.5153
48.88886574230645, 2.5131575327478117;"{""coordinates"": [2.513157532747812, 48.88886574230645], ""type"": ""Point""}";183;365;Le Raincy - Villemomble - Montfermeil;;;73297;Le Raincy - Villemomble - Montfermeil;47901;Le Raincy - Villemomble - Montfermeil;A01843;C01729;RER E;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;664300.8931;6865538.1823
48.8981123053743, 2.4003617018055783;"{""coordinates"": [2.400361701805578, 48.8981123053743], ""type"": ""Point""}";191;374;Pantin;;;72421;Pantin;43176;Pantin;A01843;C01729;RER E;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;656037.7705;6866623.2614
48.84610294864102, 2.217621080890434;"{""coordinates"": [2.217621080890434, 48.84610294864102], ""type"": ""Point""}";192;376;Saint-Cloud;;;73749;Saint-Cloud;43196;Saint-Cloud;A02176 / A01855;C01740 / C01741;TRAIN L / TRAIN U;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;1;642583.305;6860957.5259
48.871714186642514, 2.2210295477718973;"{""coordinates"": [2.221029547771897, 48.871714186642514], ""type"": ""Point""}";194;378;Suresnes-Mont-Valérien;;;70829;Suresnes Mont Valérien;43205;Suresnes Mont Valérien;A02176 / A01855;C01740 / C01741;TRAIN L / TRAIN U;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;642861.5289;6863802.7622
48.89512589133458, 2.195363986912901;"{""coordinates"": [2.195363986912901, 48.89512589133458], ""type"": ""Point""}";199;387;Nanterre-Ville;;;70940;Nanterre Ville;43171;Nanterre Ville;A01856;C01742;RER A;RER;0;1;0;0;0;0;0;0;0;0;RATP;1;0;641005.5193;6866424.833
48.92435387873375, 2.3863882856167304;"{""coordinates"": [2.38638828561673, 48.92435387873375], ""type"": ""Point""}";207;401;La Courneuve - Aubervilliers;;;72598;La Courneuve - Aubervilliers;43140;La Courneuve - Aubervilliers;A01857;C01743;RER B;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;655036.0117;6869549.1207
48.93628018474722, 2.534714973385595;"{""coordinates"": [2.534714973385595, 48.93628018474722], ""type"": ""Point""}";212;410;Sevran-Livry;;;73439;Sevran - Livry;43194;Sevran - Livry;A01857;C01743;RER B;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;665912.703;6870801.0785
48.94418106507054, 2.5664480156053133;"{""coordinates"": [2.566448015605313, 48.94418106507054], ""type"": ""Point""}";213;411;Vert-Galant;;;73482;Vert Galant;46222;Vert Galant;A01857;C01743;RER B;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;668242.3007;6871666.4392
48.842884840842736, 2.580085917424377;"{""coordinates"": [2.580085917424377, 48.842884840842736], ""type"": ""Point""}";217;421;Noisy-Champs;;;73163;Noisy - Champs;58937;Noisy - Champs;A01856;C01742;RER A;RER;0;1;0;0;0;0;0;0;0;0;RATP;1;0;669181.3674;6860397.1861
48.73063829288859, 2.446226445438707;"{""coordinates"": [2.446226445438707, 48.73063829288859], ""type"": ""Point""}";218;422;Villeneuve-Saint-Georges;;;69568;Villeneuve-Saint-Georges;45067;Villeneuve-Saint-Georges;A01842;C01728;RER D;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;659269.6731;6847977.5816
48.771707908763055, 2.5074826456973396;"{""coordinates"": [2.50748264569734, 48.771707908763055], ""type"": ""Point""}";223;431;Sucy-Bonneuil;;;72929;Sucy - Bonneuil;58792;Sucy - Bonneuil;A01856;C01742;RER A;RER;0;1;0;0;0;0;0;0;0;0;RATP;1;0;663803.5173;6852513.9543
49.091882998073835, 3.062690405620139;"{""coordinates"": [3.062690405620139, 49.091882998073835], ""type"": ""Point""}";225;434;Crouy-sur-Ourcq;;;69435;Crouy-sur-Ourcq;47491;Crouy-sur-Ourcq;A01844;C01730;TRAIN P;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;1;704579.056;6888007.2513
48.52914896772325, 3.255368151383783;"{""coordinates"": [3.255368151383783, 48.52914896772325], ""type"": ""Point""}";226;437;Sainte-Colombe-Septveilles;;;61961;Sainte-Colombe Septveilles;47171;Sainte-Colombe Septveilles;A01844;C01730;TRAIN P;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;718855.022;6825465.0177
48.88077520479297, 2.3587329590878596;"{""coordinates"": [2.35873295908786, 48.88077520479297], ""type"": ""Point""}";230;452;Magenta;;;478733;Gare du Nord;58572;Magenta;A01843;C01729;RER E;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;652970.1854;6864719.4497
48.60507627758084, 1.6816457804037126;"{""coordinates"": [1.681645780403713, 48.60507627758084], ""type"": ""Point""}";239;475;Épernon;;;411512;Épernon;411511;Épernon;A02172;C01744;TER;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;0;0;602805.0282;6834686.5794
49.045169460276206, 2.3229178462271083;"{""coordinates"": [2.322917846227108, 49.045169460276206], ""type"": ""Point""}";254;253;Bouffémont-Moisselles;;;66795;Bouffémont - Moisselles;47517;Bouffémont - Moisselles;A01849;C01737;TRAIN H;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;650500.3654;6883022.3168
49.023161996315196, 2.4621689620615306;"{""coordinates"": [2.462168962061531, 49.023161996315196], ""type"": ""Point""}";257;257;Goussainville;;;66535;Goussainville;47876;Goussainville;A01842;C01728;RER D;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;660663.7874;6880496.5329
49.049325598171215, 2.5017580617686344;"{""coordinates"": [2.501758061768634, 49.049325598171215], ""type"": ""Point""}";259;259;Louvres;;;69300;Louvres;44628;Louvres;A01842;C01728;RER D;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;663577.599;6883387.2267
48.9960068277964, 2.368684562829111;"{""coordinates"": [2.368684562829111, 48.9960068277964], ""type"": ""Point""}";261;261;Sarcelles-Saint-Brice;;;66079;Sarcelles - Saint-Brice;43190;Sarcelles - Saint-Brice;A01849;C01737;TRAIN H;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;653802.459;6877527.3006
49.02320637895388, 2.3622229796328362;"{""coordinates"": [2.362222979632836, 49.02320637895388], ""type"": ""Point""}";262;262;Écouen-Ézanville;;;66533;Écouen - Ézanville;43073;Écouen - Ézanville;A01849;C01737;TRAIN H;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;653354.0639;6880555.8842
49.09840026518141, 2.361270556577048;"{""coordinates"": [2.361270556577048, 49.09840026518141], ""type"": ""Point""}";264;264;Belloy-Saint-Martin;;;67126;Belloy - Saint-Martin;47524;Belloy - Saint-Martin;A01849;C01737;TRAIN H;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;653352.0528;6888918.9527
49.091073451291685, 2.201823484249898;"{""coordinates"": [2.201823484249898, 49.091073451291685], ""type"": ""Point""}";272;274;Valmondois;;;67107;Valmondois;47588;Valmondois;A01849;C01737;TRAIN H;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;1;641699.3697;6888210.0589
49.07046236251544, 2.175304205855098;"{""coordinates"": [2.175304205855098, 49.07046236251544], ""type"": ""Point""}";275;278;Auvers-sur-Oise;;;67027;Auvers-sur-Oise;47918;Auvers-sur-Oise;A01849;C01737;TRAIN H;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;639738.4695;6885937.7579
49.06296967950701, 2.0579029905135195;"{""coordinates"": [2.05790299051352, 49.06296967950701], ""type"": ""Point""}";276;279;Osny;;;66977;Osny;51494;Osny;A01852;C01739;TRAIN J;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;631150.2588;6885200.4785
