geo_point_2d;geo_shape;objectid_1;codeunique;nom_long;nom_so_gar;nom_su_gar;id_ref_zdc;nom_zdc;id_ref_zda;nom_zda;idrefliga;idrefligc;res_com;mode;train;rer;metro;tramway;val;tertrain;terrer;termetro;tertram;terval;exploitant;idf;principal;x;y
48.88218913760796, 2.70601418111842;"{""coordinates"": [2.70601418111842, 48.88218913760796], ""type"": ""Point""}";5;3;Lagny-Thorigny;;;68494;Lagny - Thorigny;427872;Lagny - Thorigny;A01844;C01730;TRAIN P;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;678439.8038;6864725.8416
48.83964551726303, 2.655130086641314;"{""coordinates"": [2.655130086641314, 48.83964551726303], ""type"": ""Point""}";7;7;Torcy;;;68129;Torcy;43207;Torcy;A01856;C01742;RER A;RER;0;1;0;0;0;0;0;0;0;0;RATP;1;0;674687.4504;6860010.3257
48.79565482051668, 2.6503876698084805;"{""coordinates"": [2.650387669808481, 48.79565482051668], ""type"": ""Point""}";9;10;Roissy-en-Brie;;;67839;Roissy-en-Brie;46568;Roissy-en-Brie;A01843;C01729;RER E;RER;1;1;0;0;0;0;0;0;0;0;SNCF;1;0;674317.7148;6855120.5285
48.77077891616031, 2.690252782201096;"{""coordinates"": [2.690252782201096, 48.77077891616031], ""type"": ""Point""}";10;11;Ozoir-la-Ferrière;;;462934;Ozoir-la-Ferrière;462901;Ozoir-la-Ferrière;A01843;C01729;RER E;RER;1;1;0;0;0;0;0;0;0;0;SNCF;1;0;677235.3132;6852342.4269
48.960226490735955, 2.9500603827528087;"{""coordinates"": [2.950060382752809, 48.960226490735955], ""type"": ""Point""}";13;16;Trilport;;;68984;Trilport;47962;Trilport;A01844;C01730;TRAIN P;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;696343.0315;6873364.7384
48.998415393201626, 3.007953055749719;"{""coordinates"": [3.007953055749719, 48.998415393201626], ""type"": ""Point""}";14;17;Isles - Armentières - Congis;;;69162;Isles - Armentières - Congis;47484;Isles - Armentières - Congis;A01844;C01730;TRAIN P;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;700581.9571;6877610.5064
48.80865396493308, 2.9931098934191773;"{""coordinates"": [2.993109893419177, 48.80865396493308], ""type"": ""Point""}";24;29;Faremoutiers - Pommeuse;;;67917;Faremoutiers - Pommeuse;47199;Faremoutiers - Pommeuse;A01844;C01730;TRAIN P;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;699493.9819;6856509.0652
48.81379848122763, 3.042938267407244;"{""coordinates"": [3.042938267407244, 48.81379848122763], ""type"": ""Point""}";25;30;Mouroux;;;67944;Mouroux;47943;Mouroux;A01844;C01730;TRAIN P;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;703153.1292;6857081.9218
48.99139140287416, 2.6650598693073007;"{""coordinates"": [2.665059869307301, 48.99139140287416], ""type"": ""Point""}";26;35;Compans;;;69136;Compans;46731;Compans;A02175;C01738;TRAIN K;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;675487.8426;6876881.3322
48.42736258418355, 2.1452465929031157;"{""coordinates"": [2.145246592903116, 48.42736258418355], ""type"": ""Point""}";30;191;Saint-Martin-d'Etampes;;;59531;Saint-Martin d'Étampes;47115;Saint-Martin d'Étampes;A01840;C01727;RER C;RER;0;1;0;0;0;0;1;0;0;0;SNCF;1;1;636768.2154;6814462.2274
48.3112962801872, 2.0035250026932427;"{""coordinates"": [2.003525002693243, 48.3112962801872], ""type"": ""Point""}";33;194;Angerville;;;59403;Angerville;47917;Angerville;A02179;C01857;TER;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;626121.8465;6801685.3319
48.434490612855804, 2.3766728171550753;"{""coordinates"": [2.376672817155075, 48.434490612855804], ""type"": ""Point""}";45;214;Boutigny;;;59565;Boutigny;47895;Boutigny;A01842;C01728;RER D;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;653894.1826;6815094.2882
48.39364154682738, 2.3934107213753797;"{""coordinates"": [2.39341072137538, 48.39364154682738], ""type"": ""Point""}";46;215;Maisse;;;59470;Maisse;43156;Maisse;A01842;C01728;RER D;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;655097.3351;6810544.2368
48.68101661367098, 2.5331306633865682;"{""coordinates"": [2.533130663386568, 48.68101661367098], ""type"": ""Point""}";47;217;Boussy-Saint-Antoine;;;62596;Boussy-Saint-Antoine;47924;Boussy-Saint-Antoine;A01842;C01728;RER D;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;665628.8221;6842419.4143
48.79602536780064, 1.602701692990599;"{""coordinates"": [1.602701692990599, 48.79602536780064], ""type"": ""Point""}";55;107;Houdan;;;63893;Houdan;47935;Houdan;A01847;C01736;TRAIN N;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;1;597361.1625;6856013.0322
48.946796942071565, 2.2578974826622087;"{""coordinates"": [2.257897482662209, 48.946796942071565], ""type"": ""Point""}";68;221;Argenteuil;;;65063;Argenteuil;47875;Argenteuil;A01852;C01739;TRAIN J;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;1;645644.2234;6872125.5748
48.97098803438473, 2.263830527175666;"{""coordinates"": [2.263830527175666, 48.97098803438473], ""type"": ""Point""}";69;222;Sannois;;;65441;Sannois;43189;Sannois;A01852;C01739;TRAIN J;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;646103.8607;6874811.5712
49.035311309420315, 2.210246521043383;"{""coordinates"": [2.210246521043383, 49.035311309420315], ""type"": ""Point""}";78;239;Bessancourt;;;66672;Bessancourt;43090;Bessancourt;A01849;C01737;TRAIN H;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;642252.5611;6882002.5147
49.04543025423757, 2.197087678318263;"{""coordinates"": [2.197087678318263, 49.04543025423757], ""type"": ""Point""}";79;240;Frépillon;;;66798;Frépillon;47580;Gare Frépillon;A01849;C01737;TRAIN H;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;641301.8512;6883137.5286
48.97274911886799, 2.307137033449419;"{""coordinates"": [2.307137033449419, 48.97274911886799], ""type"": ""Point""}";82;243;Enghien-les-Bains;;;65485;Enghien-les-Bains;43075;Enghien-les-Bains;A01849;C01737;TRAIN H;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;649276.0335;6874978.7186
48.966326544842126, 2.3165820711557;"{""coordinates"": [2.3165820711557, 48.966326544842126], ""type"": ""Point""}";83;244;La Barre-Ormesson;;;65360;La Barre Ormesson;46470;La Barre Ormesson;A01849;C01737;TRAIN H;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;649961.2985;6874258.4871
48.77163431371264, 2.1469727415128563;"{""coordinates"": [2.146972741512856, 48.77163431371264], ""type"": ""Point""}";91;76;Petit-Jouy-les-Loges;;;63594;Petit Jouy Les Loges;57674;Petit Jouy Les Loges;A01840;C02711;TRAIN V;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;637309.3571;6852731.511
48.77480281070147, 2.0065668717618754;"{""coordinates"": [2.006566871761875, 48.77480281070147], ""type"": ""Point""}";93;81;Trappes;;;463850;Trappes;43209;Trappes;A01847 / A01855;C01736 / C01741;TRAIN N / TRAIN U;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;626995.593;6853204.4241
48.830959528670476, 1.9600265629724067;"{""coordinates"": [1.960026562972407, 48.830959528670476], ""type"": ""Point""}";97;87;Plaisir-les-Clayes;;;64195;Plaisir - Les Clayes;43181;Plaisir - Les Clayes;A01847;C01736;TRAIN N;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;623657.914;6859491.9671
48.93871923546381, 1.8405170324880136;"{""coordinates"": [1.840517032488014, 48.93871923546381], ""type"": ""Point""}";104;94;Nézel-Aulnay;;;64945;Nézel - Aulnay;47944;Nézel - Aulnay;A01847;C01736;TRAIN N;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;615061.5357;6871595.5075
48.66790195746237, 2.5475480485614277;"{""coordinates"": [2.547548048561428, 48.66790195746237], ""type"": ""Point""}";111;43;Combs-la-Ville - Quincy;;;62558;Combs-la-Ville - Quincy;45771;Combs-la-Ville - Quincy;A01842;C01728;RER D;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;666681.8716;6840955.2066
48.51026517526803, 2.678973982691401;"{""coordinates"": [2.678973982691401, 48.51026517526803], ""type"": ""Point""}";119;53;Livry-sur-Seine;;;61826;Livry-sur-Seine;45804;Livry-sur-Seine;A01845;C01731;TRAIN R;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;676288.6411;6823383.5443
48.41637703390627, 2.7266615330769945;"{""coordinates"": [2.726661533076995, 48.41637703390627], ""type"": ""Point""}";122;59;Fontainebleau Avon;Château;;61579;Fontainebleau - Avon;47911;Fontainebleau - Avon;A01845;C01731;TRAIN R;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;1;679774.7573;6812933.8975
48.382689435006995, 2.816578770848898;"{""coordinates"": [2.816578770848898, 48.382689435006995], ""type"": ""Point""}";124;62;Saint-Mammès;;;61423;Saint-Mammès;47953;Saint-Mammès;A01845;C01731;TRAIN R;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;686419.3266;6809170.1893
48.86121452860314, 2.123191095956036;"{""coordinates"": [2.123191095956036, 48.86121452860314], ""type"": ""Point""}";137;144;Louveciennes;;;64341;Louveciennes;473506;Louveciennes;A02176;C01740;TRAIN L;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;635672.2688;6862710.5575
48.63426831236897, 2.4525733922724497;"{""coordinates"": [2.45257339227245, 48.63426831236897], ""type"": ""Point""}";142;156;Évry;Val de Seine;;60522;Évry;45745;Évry;A01842;C01728;RER D;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;659662.2083;6837260.3503
48.67005125572503, 2.3342460139368404;"{""coordinates"": [2.33424601393684, 48.67005125572503], ""type"": ""Point""}";144;158;Épinay-sur-Orge;;;60915;Épinay-sur-Orge;486879;Épinay-sur-Orge;A01840 / A02708;C01727 / C02529;RER C / TRAM 12;RER / TRAM;0;1;0;1;0;0;0;0;0;0;SNCF;1;0;650967.344465;6841311.45543
48.652811399620276, 2.312736247011251;"{""coordinates"": [2.312736247011251, 48.652811399620276], ""type"": ""Point""}";145;159;Sainte-Geneviève-des-Bois;;;60785;Sainte-Geneviève-des-Bois;43188;Sainte-Geneviève-des-Bois;A01840;C01727;RER C;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;649376.3154;6839402.3495
48.63635136798794, 2.4077962834494593;"{""coordinates"": [2.407796283449459, 48.63635136798794], ""type"": ""Point""}";149;166;Orangis-Bois de l'Epine;;;60542;Orangis Bois de l'Épine;48489;Orangis Bois de l'Épine;A01842;C01728;RER D;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;656364.5492;6837515.7346
48.698196976282254, 2.136566714341069;"{""coordinates"": [2.136566714341069, 48.698196976282254], ""type"": ""Point""}";158;181;Gif-sur-Yvette;;;62890;Gif-sur-Yvette;47888;Gare de Gif-sur-Yvette;A01857;C01743;RER B;RER;0;1;0;0;0;0;0;0;0;0;RATP;1;0;636455.3479;6844575.3205
48.69526412211769, 2.151642039982194;"{""coordinates"": [2.151642039982194, 48.69526412211769], ""type"": ""Point""}";159;182;La Hacquinière;;;62825;La Hacquinière;47046;La Hacquinière;A01857;C01743;RER B;RER;0;1;0;0;0;0;0;0;0;0;RATP;1;0;637561.2751;6844237.2403
48.5204035910615, 2.254739701073405;"{""coordinates"": [2.254739701073405, 48.5204035910615], ""type"": ""Point""}";164;187;Lardy;;;59761;Lardy;43149;Lardy;A01840;C01727;RER C;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;644965.5009;6824722.0741
48.80698507254004, 2.510307235745713;"{""coordinates"": [2.510307235745713, 48.80698507254004], ""type"": ""Point""}";171;347;Champigny;;;73042;Champigny;58270;Champigny;A01856;C01742;RER A;RER;0;1;0;0;0;0;0;0;0;0;RATP;1;0;664035.4267;6856434.9978
48.74834968326402, 2.3731119406941374;"{""coordinates"": [2.373111940694137, 48.74834968326402], ""type"": ""Point""}";176;352;Pont de Rungis;Aéroport d'Orly;;69677;Pont de Rungis Aéroport d'Orly;47907;Pont de Rungis Aéroport d'Orly;A01840;C01727;RER C;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;653907.804;6849986.9379
48.854353097230074, 2.4891373064187534;"{""coordinates"": [2.489137306418753, 48.854353097230074], ""type"": ""Point""}";179;355;Val de Fontenay;;;71718;Val de Fontenay;47900;Val de Fontenay;A01856 / A01843;C01742 / C01729;RER A / RER E;RER;0;1;0;0;0;0;0;0;0;0;RATP/SNCF;1;1;662514.7373;6861711.704
48.800209400143274, 2.4027128171609347;"{""coordinates"": [2.402712817160935, 48.800209400143274], ""type"": ""Point""}";186;368;Vitry-sur-Seine;;;70313;Vitry-sur-Seine;46375;Vitry-sur-Seine;A01840;C01727;RER C;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;656127.7934;6855736.023
48.80204938032392, 2.426482408484048;"{""coordinates"": [2.426482408484048, 48.80204938032392], ""type"": ""Point""}";190;373;Maisons-Alfort-Alfortville;;;73625;Maisons-Alfort - Alfortville;43154;Maisons-Alfort - Alfortville;A01842;C01728;RER D;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;657875.1827;6855927.6603
48.895745312097866, 2.223212967029377;"{""coordinates"": [2.223212967029377, 48.895745312097866], ""type"": ""Point""}";200;389;Nanterre-Préfecture;;;70945;Nanterre Préfecture / Esplanade Charles De Gaulle;43169;Nanterre Préfecture;A01856;C01742;RER A;RER;0;1;0;0;0;0;0;0;0;0;RATP;1;0;643047.9675;6866473.2621
48.93270621871189, 2.4547663854954145;"{""coordinates"": [2.454766385495414, 48.93270621871189], ""type"": ""Point""}";208;403;Drancy;;;72652;Drancy;43122;Drancy;A01857;C01743;RER B;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;660052.9228;6870441.1306
48.97342490811458, 2.514360285525092;"{""coordinates"": [2.514360285525092, 48.97342490811458], ""type"": ""Point""}";211;408;Parc des Expositions;;;73568;Parc des Expositions;47878;Parc des Expositions;A01857;C01743;RER B;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;664446.919;6874940.6594
48.87715783880348, 2.5528816497885525;"{""coordinates"": [2.552881649788552, 48.87715783880348], ""type"": ""Point""}";214;417;Le Chénay-Gagny;;;73266;Le Chénay Gagny;43127;Le Chénay Gagny;A01843;C01729;RER E;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;667206.3725;6864219.0849
48.82326663411888, 2.54267979265394;"{""coordinates"": [2.54267979265394, 48.82326663411888], ""type"": ""Point""}";215;418;Villiers-sur-Marne - Plessis-Trévise;;;73097;Villiers-sur-Marne - Le Plessis-Trévise;43223;Villiers-sur-Marne - Le Plessis-Trévise;A01843;C01729;RER E;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;666423.4262;6858231.0716
48.82315185673365, 2.5798372539044316;"{""coordinates"": [2.579837253904432, 48.82315185673365], ""type"": ""Point""}";216;419;Les Yvris-Noisy-le-Grand;;;73096;Les Yvris Noisy-le-Grand;58288;Les Yvris Noisy-le-Grand;A01843;C01729;RER E;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;669151.4423;6858203.1512
48.739830698543685, 2.426399821844425;"{""coordinates"": [2.426399821844425, 48.739830698543685], ""type"": ""Point""}";219;424;Villeneuve-le-Roi;;;69625;Villeneuve-le-Roi;46307;Villeneuve-le-Roi;A01840;C01727;RER C;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;657818.8643;6849010.005
48.725535305767195, 2.4195650257373926;"{""coordinates"": [2.419565025737393, 48.725535305767195], ""type"": ""Point""}";220;425;Ablon;;;69554;Ablon;46387;Ablon;A01840;C01727;RER C;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;657304.5761;6847424.3179
49.06628869769714, 2.3229204571938253;"{""coordinates"": [2.322920457193825, 49.06628869769714], ""type"": ""Point""}";253;252;Montsoult-Maffliers;;;67000;Montsoult - Maffliers;43168;Montsoult - Maffliers;A01849;C01737;TRAIN H;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;650520.6962;6885371.0187
49.119022646311485, 2.39972485388868;"{""coordinates"": [2.39972485388868, 49.119022646311485], ""type"": ""Point""}";266;266;Seugy;;;67180;Seugy;47951;Seugy;A01849;C01737;TRAIN H;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;656177.843;6891190.5028
49.11713213147666, 2.420107034171445;"{""coordinates"": [2.420107034171445, 49.11713213147666], ""type"": ""Point""}";267;267;Luzarches;;;67177;Luzarches;47528;Luzarches;A01849;C01737;TRAIN H;TRAIN;1;0;0;0;0;1;0;0;0;0;SNCF;1;1;657664.2411;6890969.1213
49.136000564590994, 2.2426777767781676;"{""coordinates"": [2.242677776778168, 49.136000564590994], ""type"": ""Point""}";270;272;Champagne-sur-Oise;;;67241;Champagne-sur-Oise;47590;Champagne-sur-Oise;A01849;C01737;TRAIN H;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;644731.2902;6893177.3166
49.077699046432734, 2.2054467282069417;"{""coordinates"": [2.205446728206942, 49.077699046432734], ""type"": ""Point""}";273;275;Mériel;;;67065;Mériel;47585;Mériel;A01849;C01737;TRAIN H;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;641949.0433;6886719.9806
49.09965012172014, 1.9705357236909535;"{""coordinates"": [1.970535723690954, 49.09965012172014], ""type"": ""Point""}";277;282;Us;;;67131;Us;47922;Us;A01852;C01739;TRAIN J;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;624818.8706;6889359.3826
48.8183876404771, 2.2920618172657163;"{""coordinates"": [2.292061817265716, 48.8183876404771], ""type"": ""Point""}";280;286;Vanves-Malakoff;;;70584;Vanves - Malakoff;43214;Vanves - Malakoff;A01847;C01736;TRAIN N;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;648018.5284;6857824.3592
48.843794351932786, 2.4635014194875513;"{""coordinates"": [2.463501419487551, 48.843794351932786], ""type"": ""Point""}";301;342;Fontenay-sous-Bois;;;71630;Fontenay-sous-Bois;47238;Fontenay-sous-Bois;A01856;C01742;RER A;RER;0;1;0;0;0;0;0;0;0;0;RATP;1;0;660625.7196;6860550.1345
49.26394414450534, 2.4689141153510383;"{""coordinates"": [2.468914115351038, 49.26394414450534], ""type"": ""Point""}";305;502;Creil;;;411441;Creil;411440;Creil;A01849 / A01842;C01737 / C01728;TRAIN H / RER D;TRAIN;1;0;0;0;0;1;1;0;0;0;SNCF;0;0;661337.2338;6907273.6537
49.200877079101126, 2.8381084780365518;"{""coordinates"": [2.838108478036552, 49.200877079101126], ""type"": ""Point""}";313;512;Ormoy-Villers;;;411388;Ormoy-Villers;411387;Ormoy-Villers;A02175;C01738;TRAIN K;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;0;0;688199.9209;6900140.4555
49.14288419832468, 2.79445455010732;"{""coordinates"": [2.79445455010732, 49.14288419832468], ""type"": ""Point""}";314;513;Nanteuil-le-Haudouin;;;411391;Nanteuil-le-Haudouin;411390;Nanteuil-le-Haudouin;A02175;C01738;TRAIN K;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;0;0;685001.2538;6893697.4278
49.0961208107215, 2.7446862074379967;"{""coordinates"": [2.744686207437997, 49.0961208107215], ""type"": ""Point""}";315;514;Le Plessis-Belleville;;;411406;Le Plessis-Belleville;411405;Le Plessis-Belleville;A02175;C01738;TRAIN K;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;0;0;681352.8292;6888506.9087
48.787390239201805, 2.04462198987871;"{""coordinates"": [2.04462198987871, 48.787390239201805], ""type"": ""Point""}";318;80;Saint-Quentin-en-Yvelines;;;63812;Saint-Quentin en Yvelines - Montigny-le-Bretonneux;461504;Saint-Quentin en Yvelines - Montigny-le-Bretonneux;A01847 / A01855 / A01840;C01736 / C01741 / C01727;TRAIN N / TRAIN U / RER C;TRAIN / RER;1;1;0;0;0;0;1;0;0;0;SNCF;1;1;629808.9429;6854569.3772
48.920379374823604, 2.1853533762887856;"{""coordinates"": [2.185353376288786, 48.920379374823604], ""type"": ""Point""}";327;141;Houilles-Carrières-sur-Seine;;;64741;Houilles - Carrières-sur-Seine;43082;Carrières-sur-Seine;A01852 / A02176 / A01856;C01739 / C01740 / C01742;TRAIN J / TRAIN L / RER A;TRAIN / RER;1;1;0;0;0;0;0;0;0;0;SNCF;1;0;640300.5563;6869240.4012
49.04664576264113, 2.0951950672259687;"{""coordinates"": [2.095195067225969, 49.04664576264113], ""type"": ""Point""}";339;249;Pontoise;;;66816;Pontoise;44411;Pontoise;A01849 / A01852 / A01840;C01737 / C01739 / C01727;TRAIN H / TRAIN J / RER C;TRAIN / RER;1;1;0;0;0;1;1;0;0;0;SNCF;1;1;633854.6907;6883353.2516
48.97585875402046, 2.6424063023101896;"{""coordinates"": [2.64240630231019, 48.97585875402046], ""type"": ""Point""}";342;34;Mitry-Claye;;;69065;Mitry - Claye;43164;Mitry - Claye;A02175 / A01857;C01738 / C01743;TRAIN K / RER B;TRAIN / RER;1;1;0;0;0;0;1;0;0;0;SNCF;1;1;673822.1592;6875161.2649
48.95314838849993, 2.60313531057317;"{""coordinates"": [2.60313531057317, 48.95314838849993], ""type"": ""Point""}";343;8;Villeparisis-Mitry-le-Neuf;;;68916;Villeparisis - Mitry-le-Neuf;46725;Villeparisis - Mitry-le-Neuf;A01857;C01743;RER B;TRAIN / RER;1;1;0;0;0;0;0;0;0;0;SNCF;1;0;670934.6347;6872649.5014
48.96375542690121, 2.3721031343382273;"{""coordinates"": [2.372103134338227, 48.96375542690121], ""type"": ""Point""}";348;415;Pierrefitte Stains;;;72787;Pierrefitte - Stains;43179;Pierrefitte - Stains;A01842 / A02225;C01728 / C01999;RER D / TRAM 11;RER / TRAM;0;1;0;1;0;0;0;0;0;0;SNCF;1;0;654024.0935;6873938.8175
48.851050282314304, 2.3442733454213514;"{""coordinates"": [2.344273345421351, 48.851050282314304], ""type"": ""Point""}";353;110060;Cluny-La Sorbonne;;;73620;Cluny La Sorbonne;44877;Saint-Michel Notre-Dame;A01543;C01380;METRO 10;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;651882.3097;6861422.9819
48.55092668478041, 2.1249373807529346;"{""coordinates"": [2.124937380752935, 48.55092668478041], ""type"": ""Point""}";358;200;Saint-Chéron;;;59882;Saint-Chéron;47952;Saint-Chéron;A01840;C01727;RER C;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;635418.0823;6828213.3027
49.01531915187679, 2.242838660564836;"{""coordinates"": [2.242838660564836, 49.01531915187679], ""type"": ""Point""}";362;236;Saint-Leu-la-Foret;;;66452;Saint-Leu-la-Forêt;48964;Saint-Leu-la-Forêt;A01849;C01737;TRAIN H;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;644614.3318;6879755.8971
48.7647760129434, 2.1639470845213973;"{""coordinates"": [2.163947084521397, 48.7647760129434], ""type"": ""Point""}";364;77;Jouy-en-Josas;;;63523;Jouy-en-Josas;43136;Jouy-en-Josas;A01840;C02711;TRAIN V;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;638548.714;6851955.6623
48.9468939111449, 2.524779047056861;"{""coordinates"": [2.524779047056861, 48.9468939111449], ""type"": ""Point""}";377;406;Sevran-Beaudottes;;;73491;Sevran Beaudottes;43193;Sevran Beaudottes;A01857;C01743;RER B;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;665191.898;6871985.6773
48.744500702150724, 2.438668340778227;"{""coordinates"": [2.438668340778227, 48.744500702150724], ""type"": ""Point""}";378;423;Villeneuve-Triage;;;69671;Villeneuve Triage;46304;Villeneuve Triage;A01842;C01728;RER D;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;658724.7365;6849522.7369
48.83653643294191, 2.708981740900004;"{""coordinates"": [2.708981740900004, 48.83653643294191], ""type"": ""Point""}";379;441;Bussy-Saint-Georges;;;68105;Bussy-Saint-Georges;58874;Bussy-Saint-Georges;A01856;C01742;RER A;RER;0;1;0;0;0;0;0;0;0;0;RATP;1;0;678638.7273;6859648.704
49.13257770239181, 2.2805153698198453;"{""coordinates"": [2.280515369819845, 49.13257770239181], ""type"": ""Point""}";384;269;Nointel-Mours;;;67227;Nointel - Mours;47530;Nointel - Mours;A01849;C01737;TRAIN H;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;647489.0972;6892770.805
49.203478442204485, 2.3772985520921446;"{""coordinates"": [2.377298552092145, 49.203478442204485], ""type"": ""Point""}";389;504;Précy-Sur-Oise;;;411327;Précy-sur-Oise;411326;Précy-sur-Oise;A01849;C01737;TRAIN H;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;0;0;654614.7579;6900596.6691
48.862884804554966, 2.31251355492596;"{""coordinates"": [2.31251355492596, 48.862884804554966], ""type"": ""Point""}";396;312;Invalides;;;71274;Invalides;470540;Invalides;A01840 / A01541 / A01546;C01727 / C01378 / C01383;RER C / METRO 8 / METRO 13;RER / METRO;0;1;1;0;0;0;0;0;0;0;RATP/SNCF;1;0;649563.2682;6862758.6946
48.985004701250695, 2.257474155884095;"{""coordinates"": [2.257474155884095, 48.985004701250695], ""type"": ""Point""}";401;228;Cernay;;;65752;Cernay;43105;Cernay;A01849 / A01840;C01737 / C01727;TRAIN H / RER C;TRAIN / RER;1;1;0;0;0;0;0;0;0;0;SNCF;1;0;645653.1719;6876374.6171
48.582724688073675, 2.223448833583109;"{""coordinates"": [2.223448833583109, 48.582724688073675], ""type"": ""Point""}";410;197;Égly;;;60052;Égly;415484;Égly;A01840;C01727;RER C;RER;0;1;0;0;0;0;0;0;0;0;SNCF;1;0;642723.0;6831672.0
48.721915961071296, 1.8900045650571444;"{""coordinates"": [1.890004565057144, 48.721915961071296], ""type"": ""Point""}";415;99;Les-Essarts-le-Roi;;;63240;Les Essarts-le-Roi;43229;Les Essarts-le-Roi;A01847;C01736;TRAIN N;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;618347.6583;6847438.9023
48.4305048185211, 2.752998384995991;"{""coordinates"": [2.752998384995991, 48.4305048185211], ""type"": ""Point""}";426;57;Vulaines-sur-Seine-Samoreau;;;61630;Vulaines-sur-Seine - Samoreau;47136;Vulaines-sur-Seine - Samoreau;A01845;C01731;TRAIN R;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;681728.4161;6814497.8421
48.73488814734515, 2.2740024044842477;"{""coordinates"": [2.274002404484248, 48.73488814734515], ""type"": ""Point""}";437;167;Massy-Verrières;;;63320;Massy - Verrières;47940;Massy - Verrières;A01857 / A01840;C01743 / C01727;RER B / RER C;RER;0;1;0;0;0;0;0;0;0;0;RATP/SNCF;1;0;646607.1661;6848552.7229
48.90576265710707, 2.2699647791945137;"{""coordinates"": [2.269964779194514, 48.90576265710707], ""type"": ""Point""}";441;393;Bécon-les-Bruyères;;;72124;Bécon les Bruyères;47923;Bécon les Bruyères;A02176;C01740;TRAIN L;TRAIN;1;0;0;0;0;0;0;0;0;0;SNCF;1;0;646485.8881;6867554.4327
